"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-06",102.224,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-07",102.0984,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-08",101.9857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-09",101.906,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-10",101.8685,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-11",101.8203,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1974-12",101.6835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-01",101.4035,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-02",101.0861,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-03",100.8837,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-04",100.9205,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-05",101.1007,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-06",101.3018,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-07",101.4238,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-08",101.4167,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-09",101.1919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-10",100.6618,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-11",99.99753,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1975-12",99.40535,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-01",99.03745,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.83054,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-03",98.70997,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-04",98.6328,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-05",98.54456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-06",98.3909,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-07",98.14032,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-08",97.87227,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-09",97.70013,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-10",97.71163,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-11",97.81331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1976-12",97.8829,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-01",97.83141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-02",97.69738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-03",97.53456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-04",97.3821,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-05",97.26358,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-06",97.20839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-07",97.23923,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-08",97.29624,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-09",97.30443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-10",97.21498,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-11",97.09534,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1977-12",97.05482,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-01",97.2005,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-02",97.51384,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-03",97.99994,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-04",98.66904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-05",99.34525,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-06",99.78385,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-07",99.7813,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-08",99.52302,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-09",99.22546,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-10",99.03411,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-11",98.96053,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1978-12",99.00828,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-01",99.18092,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-02",99.36878,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-03",99.43838,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-04",99.30666,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-05",99.13354,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-06",99.15877,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-07",99.58012,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-08",100.2334,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-09",100.9244,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.5295,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-11",102.0582,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1979-12",102.5392,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-01",102.983,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-02",103.393,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-03",103.7469,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-04",104.0131,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-05",104.2223,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-06",104.3982,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-07",104.5452,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-08",104.6681,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-09",104.7572,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-10",104.796,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-11",104.8028,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1980-12",104.7926,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-01",104.7695,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-02",104.7379,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-03",104.6919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-04",104.6145,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-05",104.4911,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-06",104.2879,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-07",103.9779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-08",103.6453,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-09",103.4024,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-10",103.3291,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-11",103.3226,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1981-12",103.2362,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-01",102.9513,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-02",102.5294,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-03",102.0386,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-04",101.5162,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-05",101.0013,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-06",100.5327,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-07",100.1399,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-08",99.78724,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-09",99.43933,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-10",99.08583,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-11",98.76183,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1982-12",98.54099,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-01",98.49904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-02",98.57436,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-03",98.70816,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-04",98.86742,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-05",99.00941,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-06",99.08627,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-07",99.06677,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-08",99.02335,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-09",99.05322,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-10",99.2236,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-11",99.44347,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1983-12",99.58811,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-01",99.5741,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-02",99.50951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-03",99.54412,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-04",99.77018,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-05",100.024,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-06",100.053,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-07",99.65524,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-08",99.04317,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-09",98.48826,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-10",98.17925,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-11",98.0237,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1984-12",97.89134,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-01",97.70419,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-02",97.50331,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-03",97.37395,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-04",97.38422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-05",97.45241,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-06",97.46777,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-07",97.35333,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-08",97.18167,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-09",97.05993,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-10",97.07217,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-11",97.1718,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1985-12",97.30032,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-01",97.4188,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-02",97.51038,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-03",97.56009,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-04",97.56158,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-05",97.56564,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-06",97.64603,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-07",97.86259,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-08",98.14809,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-09",98.41934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-10",98.61926,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-11",98.7733,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1986-12",98.92061,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-01",99.09098,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-02",99.28861,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-03",99.51835,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-04",99.78458,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-05",100.0581,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-06",100.3047,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5068,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-08",100.711,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-09",100.9907,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-10",101.4052,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-11",101.8837,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1987-12",102.3354,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-01",102.6949,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-02",102.9951,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-03",103.2691,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-04",103.5127,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-05",103.6725,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-06",103.6313,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-07",103.278,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-08",102.7779,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-09",102.3362,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-10",102.1084,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-11",102.0527,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1988-12",102.1243,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-01",102.2991,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-02",102.4686,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-03",102.4949,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-04",102.2706,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-05",101.9215,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-06",101.6052,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-07",101.4341,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-08",101.366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-09",101.3426,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-10",101.3243,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-11",101.2814,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1989-12",101.1792,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9884,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-02",100.7545,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-03",100.5264,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-04",100.3282,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-05",100.1252,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-06",99.85839,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-07",99.48375,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-08",99.07491,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-09",98.73932,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-10",98.56834,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-11",98.51418,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1990-12",98.52809,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-01",98.58176,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-02",98.62066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-03",98.5759,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-04",98.39085,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-05",98.13141,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-06",97.87621,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-07",97.68117,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-08",97.53986,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-09",97.44748,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-10",97.4111,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-11",97.411,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1991-12",97.43705,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-01",97.48883,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-02",97.54954,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-03",97.59977,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-04",97.62231,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-05",97.61745,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-06",97.58044,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-07",97.50633,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-08",97.42699,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-09",97.38695,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-10",97.42443,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-11",97.51314,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1992-12",97.62301,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-01",97.72983,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-02",97.80366,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-03",97.80027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-04",97.68564,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-05",97.5376,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-06",97.46389,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-07",97.55367,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-08",97.75456,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-09",98.0123,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-10",98.29911,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-11",98.58538,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1993-12",98.84764,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-01",99.07722,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-02",99.31281,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-03",99.60749,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-04",99.98973,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3652,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5706,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4605,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4875,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-10",100.8179,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-11",101.3031,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1994-12",101.7391,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-01",101.9712,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-02",102.0473,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-03",102.019,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-04",101.898,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-05",101.7174,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-06",101.4887,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-07",101.2189,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9747,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-09",100.8583,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-10",100.9559,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1599,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1995-12",101.333,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-01",101.3665,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-02",101.2693,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-03",101.0359,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-04",100.6455,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-05",100.1972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-06",99.80876,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-07",99.57347,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-08",99.45724,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-09",99.43552,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-10",99.51132,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-11",99.63857,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1996-12",99.77738,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-01",99.8979,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-02",99.97246,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-03",99.95345,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-04",99.797,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-05",99.58027,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-06",99.39577,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-07",99.30608,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-08",99.26612,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-09",99.21297,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-10",99.10572,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-11",98.9787,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1997-12",98.88486,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-01",98.85899,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-02",98.8478,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-03",98.76846,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-04",98.5526,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-05",98.25842,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-06",97.95894,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-07",97.70849,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-08",97.5146,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-09",97.3919,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-10",97.35937,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-11",97.36648,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1998-12",97.35853,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-01",97.30225,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-02",97.22655,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-03",97.18049,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-04",97.21066,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-05",97.30901,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-06",97.48094,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-07",97.74525,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-08",98.06046,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-09",98.38821,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-10",98.7056,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-11",99.00506,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","1999-12",99.27192,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-01",99.47972,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-02",99.61829,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-03",99.6497,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-04",99.53355,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-05",99.35934,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-06",99.23335,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-07",99.2234,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-08",99.25564,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.22263,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.04952,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.82526,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.68091,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-01",98.71895,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-02",98.86285,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.01559,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-04",99.11228,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-05",99.16409,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-06",99.19422,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-07",99.21896,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-08",99.25025,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-09",99.30371,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-10",99.40014,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-11",99.54479,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2001-12",99.76204,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0817,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4529,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8176,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-04",101.1324,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-05",101.397,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-06",101.6018,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-07",101.7251,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-08",101.7904,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-09",101.8088,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-10",101.7793,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-11",101.7358,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.7108,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-01",101.714,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-02",101.6912,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-03",101.5541,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.2358,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-05",100.8607,
"ZAF","BCI","AMPLITUD","LTRENDIDX","M","2003-06",100.604,
